RowNumber,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
240859,Jamie Dunphy,Candace Avalos,David Linn,Timur Ender,Cayle Tern,Steph Routh
240860,Terrence Hayes,Noah Ernst,Doug Clove,Joe Furi,David Linn,Loretta Smith
240898,Candace Avalos,Loretta Smith,Steph Routh,,,
240947,Timur Ender,Loretta Smith,,,,
240960,Loretta Smith,Terrence Hayes,Noah Ernst,Jamie Dunphy,,
240964,Thomas Shervey,Doug Clove,Candace Avalos,Terrence Hayes,Noah Ernst,Jamie Dunphy
240965,Timur Ender,Candace Avalos,Steph Routh,,,
240974,Loretta Smith,Candace Avalos,Terrence Hayes,Cayle Tern,Jamie Dunphy,Peggy Sue Owens
240987,Jamie Dunphy,,,,,
241017,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
241023,Steph Routh,Candace Avalos,Jamie Dunphy,,,
241066,Doug Clove,Joe Allen,Joe Furi,,,
241068,Candace Avalos,Timur Ender,Deian Salazar,Terrence Hayes,Steph Routh,
241077,Michael (Mike) Sands,,,,,
241095,Candace Avalos,Timur Ender,Steph Routh,Cayle Tern,David Linn,Loretta Smith
241116,Steph Routh,Terrence Hayes,Noah Ernst,,,
241117,Noah Ernst,Doug Clove,Loretta Smith,,,
241123,Jamie Dunphy,Peggy Sue Owens,Noah Ernst,Michael (Mike) Sands,Loretta Smith,Joe Allen
241157,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
241178,Steph Routh,Candace Avalos,Jamie Dunphy,,,
241204,Steph Routh,Candace Avalos,Jamie Dunphy,Timur Ender,,
241209,Michael (Mike) Sands,Candace Avalos,David Linn,,,
241218,Write-in-120,Write-in-121,Write-in-122,,,
241247,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
241251,Candace Avalos,Loretta Smith,Peggy Sue Owens,Timur Ender,Jamie Dunphy,Noah Ernst
241252,Loretta Smith,Terrence Hayes,,,,
241288,Candace Avalos,Timur Ender,Steph Routh,David Linn,Cayle Tern,Jamie Dunphy
241319,Jamie Dunphy,Steph Routh,Candace Avalos,Timur Ender,David Linn,Terrence Hayes
241321,Terrence Hayes,Joe Allen,Doug Clove,Noah Ernst,Jamie Dunphy,
241341,Candace Avalos,Jamie Dunphy,Deian Salazar,David Linn,Loretta Smith,Peggy Sue Owens
241353,Deian Salazar,,,,,
241358,Peggy Sue Owens,Timur Ender,Noah Ernst,Candace Avalos,Joe Allen,David Linn
241453,Candace Avalos,Timur Ender,Jamie Dunphy,Cayle Tern,,
241476,Loretta Smith,,,,,
241479,Noah Ernst,Jamie Dunphy,Steph Routh,Terrence Hayes,Timur Ender,Candace Avalos
241526,Candace Avalos,Doug Clove,Deian Salazar,Michael (Mike) Sands,Terrence Hayes,Jamie Dunphy
241537,Loretta Smith,Steph Routh,Jamie Dunphy,,,
241543,Loretta Smith,Steph Routh,Jamie Dunphy,,,
241553,Candace Avalos,Loretta Smith,Terrence Hayes,Steph Routh,Jamie Dunphy,Michael (Mike) Sands
241554,Jamie Dunphy,Candace Avalos,Steph Routh,,,
241555,Jamie Dunphy,Candace Avalos,Steph Routh,,,
241582,Thomas Shervey,Joe Allen,Doug Clove,Candace Avalos,Noah Ernst,
241583,Loretta Smith,Terrence Hayes,,,,
241585,David Linn,,,,,
241612,Terrence Hayes,Doug Clove,Noah Ernst,Timur Ender,,
241624,Noah Ernst,,,,,
241635,Jamie Dunphy,Terrence Hayes,Noah Ernst,Candace Avalos,,
241676,Loretta Smith,Terrence Hayes,,,,
241692,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Noah Ernst,
241696,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
241742,Deian Salazar,,,,,
241764,Jamie Dunphy,Candace Avalos,David Linn,Loretta Smith,,
241779,Candace Avalos,Timur Ender,Cayle Tern,,,
241803,Jamie Dunphy,Candace Avalos,Timur Ender,Steph Routh,,
241877,Steph Routh,Jamie Dunphy,Noah Ernst,Candace Avalos,Terrence Hayes,
241913,Timur Ender,Joe Furi,Candace Avalos,Michael (Mike) Sands,Thomas Shervey,Steph Routh
241937,Steph Routh,,,,,
241938,Cayle Tern,Timur Ender,Steph Routh,Candace Avalos,Jamie Dunphy,Terrence Hayes
241946,Terrence Hayes,Noah Ernst,Doug Clove,,,
241949,Noah Ernst,Michael (Mike) Sands,Loretta Smith,Terrence Hayes,Doug Clove,Joe Allen
242020,Candace Avalos,Cayle Tern,Jamie Dunphy,Timur Ender,,
242023,Noah Ernst,Doug Clove,Loretta Smith,Terrence Hayes,,
242024,Candace Avalos,,,,,
242025,Candace Avalos,Steph Routh,Jamie Dunphy,Timur Ender,Cayle Tern,
242026,Terrence Hayes,,,,,
242027,Loretta Smith,,,,,
242028,Jamie Dunphy,Candace Avalos,,,,
242029,David Linn,,,,,
242030,Candace Avalos,Timur Ender,Steph Routh,,,
242031,Noah Ernst,,,,,
242032,Jamie Dunphy,Candace Avalos,,,,
242033,Timur Ender,Deian Salazar,Loretta Smith,,,
242034,Jamie Dunphy,Steph Routh,Candace Avalos,Loretta Smith,David Linn,Noah Ernst
242045,Cayle Tern,Loretta Smith,Steph Routh,David Linn,,
242046,Loretta Smith,Noah Ernst,Terrence Hayes,,,
242047,Noah Ernst,Loretta Smith,Terrence Hayes,,,
242049,Doug Clove,Loretta Smith,,,,
242056,Deian Salazar,Doug Clove,Michael (Mike) Sands,Loretta Smith,Jamie Dunphy,Terrence Hayes
242057,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
242068,Loretta Smith,Cayle Tern,Jamie Dunphy,Joe Furi,Candace Avalos,Terrence Hayes
242070,Joe Furi,David Linn,Loretta Smith,Terrence Hayes,Jamie Dunphy,Steph Routh
242072,Jamie Dunphy,Steph Routh,Candace Avalos,Loretta Smith,Terrence Hayes,Cayle Tern
242074,Joe Allen,Steph Routh,David Linn,Jamie Dunphy,Terrence Hayes,Timur Ender
242077,Terrence Hayes,Timur Ender,Steph Routh,David Linn,Thomas Shervey,Noah Ernst
242078,Terrence Hayes,Timur Ender,Steph Routh,David Linn,Thomas Shervey,Noah Ernst
242082,Cayle Tern,Jamie Dunphy,Candace Avalos,Joe Allen,,
242086,Loretta Smith,Terrence Hayes,David Linn,Michael (Mike) Sands,,
242088,Steph Routh,Timur Ender,Jamie Dunphy,Loretta Smith,Candace Avalos,Cayle Tern
242089,Candace Avalos,Cayle Tern,Loretta Smith,Jamie Dunphy,Peggy Sue Owens,
242101,Loretta Smith,Jamie Dunphy,Steph Routh,Timur Ender,Deian Salazar,
242102,Terrence Hayes,Noah Ernst,Doug Clove,,,
242103,Terrence Hayes,Noah Ernst,,,,
242104,Terrence Hayes,Noah Ernst,Doug Clove,,,
242105,Terrence Hayes,Noah Ernst,Doug Clove,,,
242108,Jamie Dunphy,,,,,
242109,Candace Avalos,Terrence Hayes,Loretta Smith,,,
242110,Loretta Smith,Steph Routh,,,,
242111,Candace Avalos,Timur Ender,Steph Routh,,,
242112,Terrence Hayes,Noah Ernst,Loretta Smith,,,
242113,Terrence Hayes,Noah Ernst,Loretta Smith,,,
242114,Loretta Smith,Candace Avalos,Timur Ender,Jamie Dunphy,,
242116,Jamie Dunphy,Steph Routh,Candace Avalos,Loretta Smith,Timur Ender,Terrence Hayes
242118,Terrence Hayes,Timur Ender,Steph Routh,David Linn,Thomas Shervey,Noah Ernst
242120,Steph Routh,Deian Salazar,David Linn,Candace Avalos,Write-in-120,Joe Furi
242121,Candace Avalos,Jamie Dunphy,Timur Ender,,,
242122,Noah Ernst,Timur Ender,Terrence Hayes,,,
242123,Jamie Dunphy,Steph Routh,Candace Avalos,,,
242125,Loretta Smith,Terrence Hayes,Noah Ernst,,,
242126,Timur Ender,Noah Ernst,Terrence Hayes,,,
242127,Candace Avalos,Timur Ender,,,,
242129,Terrence Hayes,Noah Ernst,Loretta Smith,Steph Routh,Jamie Dunphy,
242162,Peggy Sue Owens,Timur Ender,Noah Ernst,Candace Avalos,Joe Allen,David Linn
242163,Noah Ernst,Steph Routh,,,,
242164,Steph Routh,Jamie Dunphy,,,,
242165,Cayle Tern,Timur Ender,Steph Routh,Candace Avalos,Jamie Dunphy,Terrence Hayes
242166,Cayle Tern,Timur Ender,Steph Routh,Candace Avalos,Jamie Dunphy,Terrence Hayes
242169,David Linn,,,,,
242171,Cayle Tern,Joe Allen,Deian Salazar,Joe Furi,Steph Routh,Timur Ender
242173,Steph Routh,Candace Avalos,Loretta Smith,,,
242174,Joe Allen,,,,,
242177,Noah Ernst,Steph Routh,,,,
242178,Loretta Smith,,,,,
242179,Steph Routh,Jamie Dunphy,Cayle Tern,Candace Avalos,Terrence Hayes,
242180,Candace Avalos,Cayle Tern,Timur Ender,,,
242181,Thomas Shervey,Terrence Hayes,Steph Routh,Loretta Smith,Doug Clove,Deian Salazar
242184,Candace Avalos,Timur Ender,Steph Routh,Terrence Hayes,,
242188,Timur Ender,Deian Salazar,Thomas Shervey,Loretta Smith,Joe Furi,Joe Allen
242211,Candace Avalos,Jamie Dunphy,Timur Ender,Steph Routh,Doug Clove,
242212,Candace Avalos,Jamie Dunphy,Timur Ender,Steph Routh,Doug Clove,
242256,Terrence Hayes,Loretta Smith,Steph Routh,Candace Avalos,Noah Ernst,Timur Ender
242257,Joe Allen,David Linn,Terrence Hayes,,,
242258,Timur Ender,David Linn,Steph Routh,Jamie Dunphy,Doug Clove,Joe Furi
242264,Doug Clove,,,,,
242265,Candace Avalos,Terrence Hayes,Doug Clove,Deian Salazar,Michael (Mike) Sands,
242266,Candace Avalos,Loretta Smith,Steph Routh,David Linn,Peggy Sue Owens,Jamie Dunphy
242269,Candace Avalos,Terrence Hayes,Steph Routh,Timur Ender,Jamie Dunphy,Loretta Smith
242270,Doug Clove,Joe Allen,Jamie Dunphy,Terrence Hayes,David Linn,Steph Routh
242271,Terrence Hayes,Noah Ernst,Joe Allen,Doug Clove,,
242272,Deian Salazar,Terrence Hayes,David Linn,Cayle Tern,Candace Avalos,Noah Ernst
242273,Write-in-122,Write-in-121,Write-in-120,,,
242274,Doug Clove,,,,,
242277,Candace Avalos,Steph Routh,,,,
242303,Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,,
242370,David Linn,Cayle Tern,Jamie Dunphy,,,
242371,David Linn,Cayle Tern,Jamie Dunphy,,,
242387,Jamie Dunphy,Candace Avalos,Steph Routh,,,
242400,Jamie Dunphy,,,,,
242401,Jamie Dunphy,,,,,
242404,Jamie Dunphy,,,,,
242423,Noah Ernst,Deian Salazar,Jamie Dunphy,,,
242425,Terrence Hayes,Loretta Smith,Deian Salazar,Cayle Tern,Candace Avalos,David Linn
242428,Michael (Mike) Sands,Steph Routh,Terrence Hayes,,,
242430,Candace Avalos,Steph Routh,Noah Ernst,Jamie Dunphy,Loretta Smith,Cayle Tern
242431,Cayle Tern,Candace Avalos,Deian Salazar,Steph Routh,Terrence Hayes,Loretta Smith
242442,Loretta Smith,Cayle Tern,Doug Clove,,,
242460,Loretta Smith,Terrence Hayes,Steph Routh,,,
242461,Terrence Hayes,,,,,
242462,Loretta Smith,Steph Routh,Candace Avalos,,,
242489,Timur Ender,Cayle Tern,Candace Avalos,,,
242524,Jamie Dunphy,Loretta Smith,Terrence Hayes,Steph Routh,,
242527,Terrence Hayes,Noah Ernst,Candace Avalos,,,
242563,Jamie Dunphy,Candace Avalos,Peggy Sue Owens,,,
242604,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
242621,Terrence Hayes,,,,,
242630,Candace Avalos,Steph Routh,Jamie Dunphy,Timur Ender,Loretta Smith,Terrence Hayes
242632,Steph Routh,Loretta Smith,Terrence Hayes,Cayle Tern,Candace Avalos,Timur Ender
242645,Terrence Hayes,Jamie Dunphy,David Linn,Steph Routh,Doug Clove,Thomas Shervey
242659,Steph Routh,,,,,
242667,Loretta Smith,,,,,
242668,Loretta Smith,Candace Avalos,Terrence Hayes,Timur Ender,Jamie Dunphy,Steph Routh
242703,Steph Routh,Candace Avalos,Timur Ender,Jamie Dunphy,,
242732,Candace Avalos,Steph Routh,Jamie Dunphy,,,
242759,Candace Avalos,Steph Routh,Jamie Dunphy,,,
242778,Jamie Dunphy,Steph Routh,Terrence Hayes,Timur Ender,Cayle Tern,
242780,Steph Routh,Candace Avalos,Jamie Dunphy,Timur Ender,Cayle Tern,
242782,Jamie Dunphy,Steph Routh,Terrence Hayes,Timur Ender,Cayle Tern,
242783,Jamie Dunphy,Steph Routh,Terrence Hayes,Timur Ender,Cayle Tern,
242784,Steph Routh,Candace Avalos,Jamie Dunphy,Timur Ender,Cayle Tern,
242817,Candace Avalos,Steph Routh,Timur Ender,,,
242819,Jamie Dunphy,Steph Routh,Candace Avalos,,,
242832,Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,Steph Routh,David Linn
242836,Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,Steph Routh,
242838,Loretta Smith,Steph Routh,Terrence Hayes,Jamie Dunphy,Timur Ender,Candace Avalos
242849,,,,,,
242852,Candace Avalos,Steph Routh,Loretta Smith,Jamie Dunphy,David Linn,Cayle Tern
242861,Candace Avalos,Jamie Dunphy,Timur Ender,Terrence Hayes,,
242863,Jamie Dunphy,Thomas Shervey,,,,
242884,Candace Avalos,Steph Routh,Jamie Dunphy,Timur Ender,Cayle Tern,
242885,Candace Avalos,Loretta Smith,Terrence Hayes,Timur Ender,,
242923,Jamie Dunphy,Noah Ernst,Candace Avalos,Cayle Tern,Steph Routh,Deian Salazar
242925,Steph Routh,Candace Avalos,Timur Ender,Jamie Dunphy,David Linn,Cayle Tern
242950,Candace Avalos,Cayle Tern,Timur Ender,Steph Routh,Jamie Dunphy,Loretta Smith
242951,Candace Avalos,Cayle Tern,Timur Ender,Steph Routh,Jamie Dunphy,Loretta Smith
242973,Loretta Smith,Steph Routh,Timur Ender,Jamie Dunphy,,
242997,Candace Avalos,Jamie Dunphy,Cayle Tern,Timur Ender,Steph Routh,Loretta Smith
243000,Michael (Mike) Sands,Candace Avalos,Deian Salazar,Terrence Hayes,Peggy Sue Owens,David Linn
243005,Candace Avalos,Peggy Sue Owens,Cayle Tern,Loretta Smith,Steph Routh,Jamie Dunphy
243006,Candace Avalos,Steph Routh,Jamie Dunphy,,,
243007,Candace Avalos,Steph Routh,Jamie Dunphy,,,
243010,Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,,
243067,Candace Avalos,Peggy Sue Owens,Loretta Smith,Jamie Dunphy,David Linn,Noah Ernst
243085,Noah Ernst,Peggy Sue Owens,Michael (Mike) Sands,,,
243109,Timur Ender,Candace Avalos,Jamie Dunphy,Terrence Hayes,Steph Routh,Loretta Smith
243111,Doug Clove,Noah Ernst,Terrence Hayes,,,
243114,Timur Ender,Steph Routh,Loretta Smith,Jamie Dunphy,Candace Avalos,
243123,Doug Clove,Noah Ernst,,,,
243125,Noah Ernst,Peggy Sue Owens,Michael (Mike) Sands,,,
243129,Candace Avalos,Timur Ender,Steph Routh,David Linn,Jamie Dunphy,Cayle Tern
243196,Timur Ender,Steph Routh,Jamie Dunphy,,,
243212,Candace Avalos,Terrence Hayes,Loretta Smith,Cayle Tern,Deian Salazar,Steph Routh
243323,Jamie Dunphy,Noah Ernst,David Linn,Candace Avalos,Steph Routh,
243368,Loretta Smith,,,,,
243415,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
243425,Jamie Dunphy,Steph Routh,Candace Avalos,Timur Ender,Loretta Smith,Noah Ernst
243446,Candace Avalos,Jamie Dunphy,Steph Routh,Terrence Hayes,Loretta Smith,Timur Ender
243774,Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,Steph Routh,David Linn
243811,Timur Ender,Terrence Hayes,Candace Avalos,,,
243813,Timur Ender,Terrence Hayes,Candace Avalos,,,
243815,Noah Ernst,,,,,
243816,Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,Steph Routh
243820,Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,Steph Routh
243838,Candace Avalos,Jamie Dunphy,Loretta Smith,Steph Routh,Terrence Hayes,
243839,Terrence Hayes,Candace Avalos,Steph Routh,Jamie Dunphy,Loretta Smith,Timur Ender
243840,Steph Routh,Jamie Dunphy,,,,
243842,Jamie Dunphy,Candace Avalos,Steph Routh,,,
243843,Terrence Hayes,,,,,
243853,Steph Routh,Candace Avalos,Cayle Tern,Terrence Hayes,,
243854,Candace Avalos,Steph Routh,Jamie Dunphy,Timur Ender,,
243904,Terrence Hayes,Steph Routh,Joe Allen,,,
243905,Noah Ernst,Terrence Hayes,,,,
243906,Steph Routh,David Linn,Cayle Tern,Candace Avalos,Timur Ender,Jamie Dunphy
243913,Cayle Tern,Doug Clove,Michael (Mike) Sands,Candace Avalos,,
243918,Terrence Hayes,Loretta Smith,Thomas Shervey,Joe Furi,Cayle Tern,David Linn
243927,Timur Ender,Candace Avalos,,,,
243934,Terrence Hayes,Michael (Mike) Sands,Candace Avalos,,,
243981,Peggy Sue Owens,,,,,
243986,David Linn,,,,,
243990,Joe Allen,Doug Clove,Michael (Mike) Sands,Jamie Dunphy,Thomas Shervey,Timur Ender
243991,Candace Avalos,Terrence Hayes,Jamie Dunphy,,,
243992,Candace Avalos,Steph Routh,Jamie Dunphy,Timur Ender,,
244022,Jamie Dunphy,Terrence Hayes,Timur Ender,Candace Avalos,Steph Routh,Cayle Tern
244033,Doug Clove,Terrence Hayes,Steph Routh,,,
244034,Jamie Dunphy,Steph Routh,Cayle Tern,,,
244036,Loretta Smith,Deian Salazar,Joe Furi,Doug Clove,,
244041,Terrence Hayes,Joe Allen,Steph Routh,,,
244042,Candace Avalos,Jamie Dunphy,Steph Routh,Timur Ender,,
244070,Candace Avalos,Cayle Tern,Timur Ender,Steph Routh,Noah Ernst,Loretta Smith
244090,Noah Ernst,Doug Clove,,,,
244105,Terrence Hayes,Steph Routh,Loretta Smith,,,
244106,Terrence Hayes,Steph Routh,Loretta Smith,,,
244107,Steph Routh,Loretta Smith,Cayle Tern,Candace Avalos,Peggy Sue Owens,Deian Salazar
244108,Candace Avalos,Steph Routh,Loretta Smith,Jamie Dunphy,Terrence Hayes,David Linn
244110,Candace Avalos,Cayle Tern,Timur Ender,,,
244111,Loretta Smith,,,,,
244117,Jamie Dunphy,Candace Avalos,Steph Routh,,,
244124,Joe Allen,Joe Furi,Michael (Mike) Sands,Loretta Smith,Terrence Hayes,
244128,Candace Avalos,Cayle Tern,Timur Ender,,,
244130,Deian Salazar,Candace Avalos,Peggy Sue Owens,Loretta Smith,Jamie Dunphy,Doug Clove
244131,Loretta Smith,Peggy Sue Owens,Candace Avalos,David Linn,Thomas Shervey,Michael (Mike) Sands
244139,Steph Routh,Candace Avalos,Jamie Dunphy,,,
244148,Steph Routh,Thomas Shervey,Loretta Smith,Jamie Dunphy,Doug Clove,Deian Salazar
244151,Jamie Dunphy,Candace Avalos,Timur Ender,Noah Ernst,Steph Routh,
244153,Timur Ender,Joe Furi,Deian Salazar,,,
244161,,,,,,
244162,Noah Ernst,Terrence Hayes,Deian Salazar,Joe Furi,Doug Clove,Loretta Smith
244163,Steph Routh,Candace Avalos,Jamie Dunphy,,,
244164,Terrence Hayes,Peggy Sue Owens,Noah Ernst,Candace Avalos,Deian Salazar,Loretta Smith
244167,Candace Avalos,Loretta Smith,Timur Ender,Steph Routh,,
244169,Loretta Smith,Candace Avalos,Terrence Hayes,,,
244170,Steph Routh,,,,,
244195,Jamie Dunphy,Steph Routh,,,,
244229,Peggy Sue Owens,Joe Furi,Loretta Smith,,,
244230,Cayle Tern,David Linn,Candace Avalos,Timur Ender,Loretta Smith,Terrence Hayes
244231,Candace Avalos,Steph Routh,Cayle Tern,,,
244232,Loretta Smith,Terrence Hayes,David Linn,,,
244233,Loretta Smith,Doug Clove,Noah Ernst,,,
244235,Terrence Hayes,Loretta Smith,Jamie Dunphy,,,
244236,Jamie Dunphy,Steph Routh,Terrence Hayes,Michael (Mike) Sands,Loretta Smith,Thomas Shervey
244240,Doug Clove,David Linn,Joe Allen,Joe Furi,Michael (Mike) Sands,Loretta Smith
244242,Terrence Hayes,Noah Ernst,Joe Furi,,,
244252,Jamie Dunphy,Candace Avalos,Steph Routh,,,
244271,Noah Ernst,,,,,
244273,Steph Routh,David Linn,Doug Clove,Loretta Smith,Michael (Mike) Sands,Peggy Sue Owens
244274,,,,,,
244276,Timur Ender,Terrence Hayes,Candace Avalos,Michael (Mike) Sands,Loretta Smith,David Linn
244278,David Linn,Candace Avalos,Deian Salazar,Loretta Smith,Steph Routh,
244279,Loretta Smith,Terrence Hayes,Cayle Tern,Michael (Mike) Sands,Joe Allen,Jamie Dunphy
244284,Peggy Sue Owens,Noah Ernst,Michael (Mike) Sands,Steph Routh,Jamie Dunphy,David Linn
244287,Joe Allen,Michael (Mike) Sands,Loretta Smith,Thomas Shervey,Peggy Sue Owens,Jamie Dunphy
244319,Jamie Dunphy,Steph Routh,Candace Avalos,Timur Ender,Terrence Hayes,
244323,Candace Avalos,Loretta Smith,Deian Salazar,Timur Ender,,
244325,Michael (Mike) Sands,David Linn,Cayle Tern,Terrence Hayes,Jamie Dunphy,
244339,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Cayle Tern,David Linn
244341,Cayle Tern,Timur Ender,Doug Clove,,,
244342,Peggy Sue Owens,Candace Avalos,,,,
244343,Loretta Smith,Joe Allen,Doug Clove,David Linn,Cayle Tern,Terrence Hayes
244347,Loretta Smith,Timur Ender,Terrence Hayes,,,
244350,Terrence Hayes,Jamie Dunphy,Candace Avalos,,,
244351,Terrence Hayes,Candace Avalos,Jamie Dunphy,,,
244386,Timur Ender,Candace Avalos,David Linn,Doug Clove,Loretta Smith,Steph Routh
244397,Timur Ender,Loretta Smith,Steph Routh,Deian Salazar,Cayle Tern,
244401,Candace Avalos,Steph Routh,Terrence Hayes,Jamie Dunphy,Timur Ender,Loretta Smith
244403,Timur Ender,Candace Avalos,Loretta Smith,Terrence Hayes,Joe Furi,Deian Salazar
244406,Candace Avalos,,,,,
244408,Candace Avalos,Jamie Dunphy,Steph Routh,Terrence Hayes,Noah Ernst,Peggy Sue Owens
244409,Steph Routh,Candace Avalos,Jamie Dunphy,Timur Ender,,
244411,David Linn,Terrence Hayes,Doug Clove,,,
244417,Terrence Hayes,Loretta Smith,Candace Avalos,Timur Ender,Noah Ernst,Steph Routh
244435,Michael (Mike) Sands,Thomas Shervey,Noah Ernst,David Linn,Terrence Hayes,Joe Allen
244437,Timur Ender,Doug Clove,Loretta Smith,,,
244467,Jamie Dunphy,Peggy Sue Owens,Steph Routh,Loretta Smith,Candace Avalos,Terrence Hayes
244468,Loretta Smith,,,,,
244475,Cayle Tern,David Linn,Jamie Dunphy,Steph Routh,Thomas Shervey,Loretta Smith
244481,Jamie Dunphy,Steph Routh,Loretta Smith,Terrence Hayes,Candace Avalos,Cayle Tern
244509,Steph Routh,Jamie Dunphy,Candace Avalos,Timur Ender,,
244543,Loretta Smith,Joe Allen,Jamie Dunphy,,,
244566,Noah Ernst,Terrence Hayes,,,,
244570,Steph Routh,Candace Avalos,Timur Ender,,,
244571,Candace Avalos,Loretta Smith,Cayle Tern,Doug Clove,Deian Salazar,Michael (Mike) Sands
244589,Terrence Hayes,Noah Ernst,Doug Clove,,,
244598,Cayle Tern,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Loretta Smith
244601,Loretta Smith,Candace Avalos,Joe Furi,Jamie Dunphy,Michael (Mike) Sands,Timur Ender
244604,Jamie Dunphy,Candace Avalos,Terrence Hayes,David Linn,Steph Routh,Deian Salazar
244631,Candace Avalos,Jamie Dunphy,Timur Ender,Terrence Hayes,Steph Routh,Loretta Smith
244650,Timur Ender,Terrence Hayes,Steph Routh,Michael (Mike) Sands,Loretta Smith,Jamie Dunphy
244672,Candace Avalos,Timur Ender,Doug Clove,Deian Salazar,Loretta Smith,Jamie Dunphy
244676,Noah Ernst,Steph Routh,Candace Avalos,Loretta Smith,David Linn,Terrence Hayes
244679,Peggy Sue Owens,Timur Ender,Jamie Dunphy,Steph Routh,Loretta Smith,
244681,Noah Ernst,,,,,
244686,,,,,,
244687,Terrence Hayes,Noah Ernst,Loretta Smith,,,
244689,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
244692,Michael (Mike) Sands,Cayle Tern,David Linn,Noah Ernst,Terrence Hayes,Jamie Dunphy
244694,Steph Routh,,,,,
244703,Doug Clove,Jamie Dunphy,Thomas Shervey,Terrence Hayes,Deian Salazar,Joe Allen
244704,Terrence Hayes,,,,,
244710,Michael (Mike) Sands,Doug Clove,Noah Ernst,,,
244725,Doug Clove,,,,,
244726,Doug Clove,,,,,
244744,Peggy Sue Owens,Noah Ernst,,,,
244751,Jamie Dunphy,Noah Ernst,Steph Routh,David Linn,Loretta Smith,Candace Avalos
244754,Steph Routh,Jamie Dunphy,,,,
244755,Candace Avalos,Cayle Tern,Timur Ender,,,
244757,,,,,,
244767,Terrence Hayes,Loretta Smith,Deian Salazar,Steph Routh,Jamie Dunphy,
244768,Thomas Shervey,Noah Ernst,Joe Furi,Cayle Tern,,
244769,Candace Avalos,Jamie Dunphy,Steph Routh,Doug Clove,,
244773,Candace Avalos,Terrence Hayes,Steph Routh,Loretta Smith,Cayle Tern,Doug Clove
244775,Candace Avalos,,,,,
244778,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
244795,Thomas Shervey,David Linn,,,,
244821,David Linn,Joe Allen,Candace Avalos,Michael (Mike) Sands,Loretta Smith,Steph Routh
244822,Steph Routh,Terrence Hayes,Noah Ernst,Timur Ender,,
244829,,,,,,
244830,Michael (Mike) Sands,Thomas Shervey,Loretta Smith,Jamie Dunphy,Joe Allen,Timur Ender
244841,Loretta Smith,Noah Ernst,Doug Clove,,,
244843,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,
244856,Loretta Smith,Steph Routh,Jamie Dunphy,Terrence Hayes,,
244869,Loretta Smith,Terrence Hayes,Steph Routh,Candace Avalos,Cayle Tern,Deian Salazar
244874,Jamie Dunphy,Candace Avalos,Terrence Hayes,David Linn,Peggy Sue Owens,Deian Salazar
244900,Jamie Dunphy,Candace Avalos,Steph Routh,,,
244903,Candace Avalos,Timur Ender,David Linn,Terrence Hayes,Thomas Shervey,Michael (Mike) Sands
244904,Peggy Sue Owens,,,,,
244907,Loretta Smith,Timur Ender,Jamie Dunphy,Steph Routh,Terrence Hayes,
244912,Michael (Mike) Sands,,,,,
244934,Joe Allen,Peggy Sue Owens,Cayle Tern,David Linn,Michael (Mike) Sands,Loretta Smith
244943,Candace Avalos,David Linn,Timur Ender,Peggy Sue Owens,Doug Clove,Steph Routh
244946,Terrence Hayes,Steph Routh,Timur Ender,Candace Avalos,Michael (Mike) Sands,Jamie Dunphy
244960,Candace Avalos,Steph Routh,Jamie Dunphy,,,
244963,Thomas Shervey,,,,,
244965,Noah Ernst,Deian Salazar,,,,
244967,Candace Avalos,Cayle Tern,Steph Routh,Terrence Hayes,,
245038,Steph Routh,Noah Ernst,Jamie Dunphy,,,
245044,,,,,,
245048,,,,,,
245057,Candace Avalos,Jamie Dunphy,Steph Routh,Cayle Tern,Timur Ender,
245058,Noah Ernst,Terrence Hayes,,,,
245062,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,
245063,Jamie Dunphy,,,,,
245069,Doug Clove,Joe Furi,Loretta Smith,,,
